user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2010_1_5_80m_metaG_bin.15	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003644505.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__B134-G9 sp003644505	77.39	0.05	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.77	11	0.9014495610993043	N/A
sak_2010_1_5_80m_metaG_bin.17	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__	N/A	N/A	N/A	N/A	N/A	GCA_002773545.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__CG1-02-41-26;s__CG1-02-41-26 sp002773545	78.81	0.32	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.69	11	0.8918433782740252	N/A
sak_2010_1_5_80m_metaG_bin.18	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	68.37	11	0.6388198300974668	N/A
sak_2010_1_5_80m_metaG_bin.19	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013202935.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__JABMRG01;s__JABMRG01 sp013202935	76.39	0.07	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.01	11	0.8307923726487854	N/A
sak_2010_1_5_80m_metaG_bin.20	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	77.63	11	0.8069318496587207	N/A
sak_2010_1_5_80m_metaG_bin.21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_002774465.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__PEYH01 sp002774465	78.22	0.55	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.69	11	0.9288220275006249	N/A
sak_2010_1_5_80m_metaG_bin.23	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.06	11	0.7056921914117799	N/A
sak_2010_1_5_80m_metaG_bin.24	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	N/A	N/A	N/A	N/A	N/A	GCA_003249785.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__UBA2284 sp003249785	78.75	0.42	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	taxonomic classification defined by topology and ANI	N/A	GCA_006226985.1, s__UBA2284 sp006226985, 95.0, 78.66, 0.24; GCA_002839095.1, s__UBA2284 sp002839095, 95.0, 77.79, 0.29; GCA_003518475.1, s__UBA2284 sp003518475, 95.0, 77.58, 0.16; GCA_002345705.1, s__UBA2284 sp002345705, 95.0, 77.47, 0.23; GCA_002418725.1, s__UBA2284 sp002418725, 95.0, 77.09, 0.14; GCA_001830045.1, s__UBA2284 sp001830045, 95.0, 77.0, 0.17; GCA_002424575.1, s__UBA2284 sp002424575, 95.0, 76.95, 0.11; GCA_003605085.1, s__UBA2284 sp003605085, 95.0, 76.45, 0.12; GCA_002422045.1, s__UBA2284 sp002422045, 95.0, 76.15, 0.08	89.16	11	0.9763441444403417	N/A
sak_2010_1_5_80m_metaG_bin.26	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	75.88	0.04	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.28	11	0.8210554800593778	N/A
sak_2010_1_5_80m_metaG_bin.27	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.4	0.86	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.4	0.86	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.37, 0.61; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.27, 0.44; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.33, 0.15	82.21	11	N/A	N/A
sak_2010_1_5_80m_metaG_bin.28	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.06	11	0.9434481784695534	N/A
sak_2010_1_5_80m_metaG_bin.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002785165.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__PFMI01;s__PFMI01 sp002785165	74.53	0.03	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__CG1-02-41-26;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.33	11	0.7841009915683508	N/A
sak_2010_1_5_80m_metaG_bin.3	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.47	0.58	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 90.98, 0.78; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 81.54, 0.29; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.21, 0.12	63.71	11	0.9991825316097249	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_80m_metaG_bin.30	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.68	0.89	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.68	0.89	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.59	11	N/A	N/A
sak_2010_1_5_80m_metaG_bin.4	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__	N/A	N/A	N/A	N/A	N/A	GCA_002327865.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__UBA2210 sp002327865	78.14	0.4	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	71.47	11	0.8956079679272353	N/A
sak_2010_1_5_80m_metaG_bin.5	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515085.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__JAAYZB01 sp012515085	75.61	0.06	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.11	11	0.9136058351501353	N/A
sak_2010_1_5_80m_metaG_bin.6	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	67.44	11	0.8654661648732384	N/A
sak_2010_1_5_80m_metaG_bin.7	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	99.21	0.74	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	99.21	0.74	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.12	11	N/A	N/A
sak_2010_1_5_80m_metaG_bin.8	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	91.92	11	0.6990972883290703	N/A
sak_2011_5_24_120m_metaG_bin.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__SG8-4;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.76	11	0.9214369174597177	N/A
sak_2011_5_24_120m_metaG_bin.10	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	76.26	11	0.806628138962878	N/A
sak_2011_5_24_120m_metaG_bin.11	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.7	0.92	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.87	11	0.9899925497210773	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_120m_metaG_bin.13	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	88.96	11	0.6978275326550278	N/A
sak_2011_5_24_120m_metaG_bin.14	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.81	0.69	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.81	0.69	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.54	11	N/A	N/A
sak_2011_5_24_120m_metaG_bin.15	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795315.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__9FT-COMBO-48-23 sp001795315	86.66	0.9	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	87.27	11	0.9454295373342548	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_120m_metaG_bin.16	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_002774465.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__PEYH01;s__PEYH01 sp002774465	78.67	0.55	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	62.85	11	0.9291696667748421	N/A
sak_2011_5_24_120m_metaG_bin.17	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.45	0.89	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.45	0.89	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.58, 0.65; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.29, 0.54; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.08, 0.15	81.1	11	N/A	N/A
sak_2011_5_24_120m_metaG_bin.18	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.33	11	0.8547773332330669	N/A
sak_2011_5_24_120m_metaG_bin.19	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	73.62	11	0.8684448799997738	N/A
sak_2011_5_24_120m_metaG_bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CG2-30-32-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.67	11	0.8274780408363848	N/A
sak_2011_5_24_120m_metaG_bin.20	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.7	0.08	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.08	11	0.7456702687415315	N/A
sak_2011_5_24_120m_metaG_bin.21	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.93	0.09	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.46	11	0.8207043536951187	N/A
sak_2011_5_24_120m_metaG_bin.23	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003644505.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__B134-G9 sp003644505	78.01	0.05	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	81.02	11	0.9002667350172885	N/A
sak_2011_5_24_120m_metaG_bin.24	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.7	0.91	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.7	0.91	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.14	11	N/A	N/A
sak_2011_5_24_120m_metaG_bin.25	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.79	11	0.9433994056607997	N/A
sak_2011_5_24_120m_metaG_bin.27	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	71.45	11	0.6383579070259467	N/A
sak_2011_5_24_120m_metaG_bin.3	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	76.43	0.03	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.02	11	0.826913700851189	N/A
sak_2011_5_24_120m_metaG_bin.8	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	64.52	11	0.5389041259290538	N/A
sak_2011_5_24_120m_metaG_bin.9	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013202935.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__JABMRG01;s__JABMRG01 sp013202935	75.6	0.07	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	56.86	11	0.830048188029843	N/A
sak_2011_5_24_36m_metaG_bin.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	95.14	0.86	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	95.14	0.86	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.55	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	GCA_002470125.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	98.75	0.87	GCA_002470125.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__Nitrotoga sp002470125	98.75	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003402285.1, s__Nitrotoga sp003402285, 95.0, 77.43, 0.18; GCF_013168275.1, s__Nitrotoga sp013168275, 95.0, 77.4, 0.21; GCA_903878125.1, s__Nitrotoga sp903878125, 95.0, 77.38, 0.21; GCA_003402345.1, s__Nitrotoga sp003402345, 95.0, 77.31, 0.2; GCA_003402375.1, s__Nitrotoga sp003402375, 95.0, 77.02, 0.23; GCA_003402315.1, s__Nitrotoga sp003402315, 95.0, 76.95, 0.21; GCA_009885195.1, s__Nitrotoga sp009885195, 95.0, 76.06, 0.07	89.38	11	N/A	N/A
sak_2011_5_24_36m_metaG_bin.11	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA2093;s__	N/A	N/A	N/A	N/A	N/A	GCA_014190235.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA2093;s__UBA2093 sp014190235	93.62	0.93	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA2093;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009691255.1, s__UBA2093 sp009691255, 95.0, 83.86, 0.7; GCA_005790505.1, s__UBA2093 sp005790505, 95.0, 79.77, 0.57; GCA_903934195.1, s__UBA2093 sp903934195, 95.0, 78.48, 0.05; GCA_903929185.1, s__UBA2093 sp903929185, 95.0, 77.56, 0.1; GCA_009705865.1, s__UBA2093 sp009705865, 95.0, 77.31, 0.08; GCA_009694565.1, s__UBA2093 sp009694565, 95.0, 77.25, 0.09; GCA_903904615.1, s__UBA2093 sp903904615, 95.0, 77.15, 0.07; GCA_009703055.1, s__UBA2093 sp009703055, 95.0, 76.78, 0.06; GCA_009703125.1, s__UBA2093 sp009703125, 95.0, 76.73, 0.09; GCA_005788815.1, s__UBA2093 sp005788815, 95.0, 76.65, 0.07; GCA_002331255.1, s__UBA2093 sp002331255, 95.0, 76.54, 0.06; GCA_009704065.1, s__UBA2093 sp009704065, 95.0, 76.41, 0.06; GCA_009920715.1, s__UBA2093 sp009920715, 95.0, 76.24, 0.04; GCA_009702755.1, s__UBA2093 sp009702755, 95.0, 76.16, 0.07; GCA_005788205.1, s__UBA2093 sp005788205, 95.0, 76.12, 0.02; GCA_005789925.1, s__UBA2093 sp005789925, 95.0, 75.3, 0.03	58.05	11	0.9969673815234066	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
